HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.gifPrefix,Answer.answer1,Answer.answer2,Answer.answer3,Approve,Reject,,average1,average2,average3,,average(average),,stddev1,stddev2,stddev3,,average(standard)
3HEA4ZVWVENNG5WOVRTWVBYE5AJ55V,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:40 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:40 PDT 2017,,,3ZWFC4W1UV86A9K5OCO988P515KRFT,A3F90N8YVKJ4I7,Approved,Tue Apr 04 10:28:36 PDT 2017,Tue Apr 04 10:30:11 PDT 2017,Tue Apr 04 10:31:11 PDT 2017,2017-04-04 17:32:06 UTC,,,95,100% (3/3),100% (3/3),100% (3/3),unguided,6,2,3,,,,,,,,,,,,,,
3NC6WP7WJILB67QSNT3EBBO494QWWJ,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:39 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:39 PDT 2017,,,31IBVUNM9T0Y3G1MXWTJ95E8MBXFVA,A27MJOV91GA8R3,Approved,Tue Apr 04 10:30:37 PDT 2017,Tue Apr 04 10:30:54 PDT 2017,Tue Apr 04 10:31:54 PDT 2017,2017-04-04 17:32:07 UTC,,,17,100% (3/3),100% (3/3),100% (3/3),guided,4,5,7,,,,4.48,4.88,5.56,,4.9733333333,,1.4753530651,2.1855586624,2.4508501926,,2.0372539734
3NC6WP7WJILB67QSNT3EBBO494QWWJ,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:39 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:39 PDT 2017,,,32ZKVD547GOOEQNN8K1H7KV4GTD3BK,A1EYJNJFSRMDWW,Approved,Tue Apr 04 10:33:24 PDT 2017,Tue Apr 04 10:44:04 PDT 2017,Tue Apr 04 10:45:04 PDT 2017,2017-04-04 17:45:06 UTC,,,640,100% (3/3),100% (3/3),100% (3/3),guided,3,3,2,,,,,,,,,,,,,,
3NC6WP7WJILB67QSNT3EBBO494QWWJ,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:39 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:39 PDT 2017,,,33OOO72IVIMCNCDN1Z330H5KSDXTC5,ALLP45O3BDWYM,Approved,Tue Apr 04 11:49:37 PDT 2017,Tue Apr 04 11:49:59 PDT 2017,Tue Apr 04 11:50:59 PDT 2017,2017-04-04 18:51:06 UTC,,,22,100% (1/1),100% (1/1),100% (1/1),guided,4,8,6,,,,,,,,,,,,,,
3NC6WP7WJILB67QSNT3EBBO494QWWJ,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:39 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:39 PDT 2017,,,34X6J5FLPUZM3AR1UNQUIG7SYQ6JQU,A2NJ7N8INZOB00,Approved,Tue Apr 04 11:39:04 PDT 2017,Tue Apr 04 11:39:32 PDT 2017,Tue Apr 04 11:40:32 PDT 2017,2017-04-04 18:41:06 UTC,,,28,100% (3/3),100% (3/3),100% (3/3),guided,2,1,7,,,,,,,,,,,,,,
3NC6WP7WJILB67QSNT3EBBO494QWWJ,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:39 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:39 PDT 2017,,,35GMH2SV3FIB7IST19NZWVZ0EHLOEZ,ANMXMEB55AGM6,Approved,Tue Apr 04 10:32:00 PDT 2017,Tue Apr 04 10:32:49 PDT 2017,Tue Apr 04 10:33:49 PDT 2017,2017-04-04 17:34:06 UTC,,,49,100% (15/15),100% (3/3),100% (3/3),guided,4,6,8,,,,,,,,,,,,,,
3NC6WP7WJILB67QSNT3EBBO494QWWJ,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:39 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:39 PDT 2017,,,36H9ULYP63VPCL1SG7F06H3EROUJFX,A1NM7ZPZ3NH412,Approved,Tue Apr 04 11:14:29 PDT 2017,Tue Apr 04 11:14:46 PDT 2017,Tue Apr 04 11:15:46 PDT 2017,2017-04-04 18:16:06 UTC,,,17,100% (3/3),100% (3/3),100% (3/3),guided,6,7,9,,,,,,,,,,,,,,
3NC6WP7WJILB67QSNT3EBBO494QWWJ,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:39 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:39 PDT 2017,,,373ERPL3YP9GTE26JWTYPC46SESTR3,A2TRT2GUCLEHR2,Approved,Tue Apr 04 10:32:37 PDT 2017,Tue Apr 04 10:33:04 PDT 2017,Tue Apr 04 10:34:04 PDT 2017,2017-04-04 17:34:06 UTC,,,27,100% (3/3),100% (3/3),100% (3/3),guided,3,3,3,,,,,,,,,,,,,,
3NC6WP7WJILB67QSNT3EBBO494QWWJ,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:39 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:39 PDT 2017,,,379J5II41PH31XPWOH774EV6JCNELF,A1GFXYY05FGKH7,Approved,Tue Apr 04 11:33:43 PDT 2017,Tue Apr 04 11:34:04 PDT 2017,Tue Apr 04 11:35:04 PDT 2017,2017-04-04 18:35:07 UTC,,,21,100% (3/3),100% (3/3),100% (3/3),guided,4,3,7,,,,,,,,,,,,,,
3NC6WP7WJILB67QSNT3EBBO494QWWJ,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:39 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:39 PDT 2017,,,3DIP6YHAPDT8MQ5DUSY3Z990ZCI8EH,A1U5BE8XJRXKW3,Approved,Tue Apr 04 10:32:40 PDT 2017,Tue Apr 04 10:33:04 PDT 2017,Tue Apr 04 10:34:04 PDT 2017,2017-04-04 17:34:06 UTC,,,24,100% (3/3),100% (3/3),100% (3/3),guided,2,2,5,,,,,,,,,,,,,,
3NC6WP7WJILB67QSNT3EBBO494QWWJ,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:39 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:39 PDT 2017,,,3H0W84IWBL3E4VK9T143QQ45P4BREH,A3QC57KUVJP5EW,Approved,Tue Apr 04 11:30:06 PDT 2017,Tue Apr 04 11:30:23 PDT 2017,Tue Apr 04 11:31:23 PDT 2017,2017-04-04 18:32:06 UTC,,,17,100% (3/3),100% (3/3),100% (3/3),guided,5,7,8,,,,,,,,,,,,,,
3NC6WP7WJILB67QSNT3EBBO494QWWJ,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:39 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:39 PDT 2017,,,3H7XDTSHKDSHW5XMYQ4XDSXYUZ0WG1,A31Z5TPD8QKE26,Approved,Tue Apr 04 10:43:02 PDT 2017,Tue Apr 04 10:43:36 PDT 2017,Tue Apr 04 10:44:36 PDT 2017,2017-04-04 17:45:06 UTC,,,34,100% (3/3),100% (3/3),100% (3/3),guided,6,4,2,,,,,,,,,,,,,,
3NC6WP7WJILB67QSNT3EBBO494QWWJ,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:39 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:39 PDT 2017,,,3I02618YA17AHE1G69FJPDQTAABPUY,A2OAZPREKF6PQR,Approved,Tue Apr 04 10:28:53 PDT 2017,Tue Apr 04 10:29:23 PDT 2017,Tue Apr 04 10:30:23 PDT 2017,2017-04-04 17:31:06 UTC,,,30,100% (3/3),100% (3/3),100% (3/3),guided,6,8,6,,,,,,,,,,,,,,
3NC6WP7WJILB67QSNT3EBBO494QWWJ,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:39 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:39 PDT 2017,,,3IQ1VMJRYUL5AI7BJF2V3MEKY31A9C,A2PXJTMWGUE5DC,Approved,Tue Apr 04 10:29:10 PDT 2017,Tue Apr 04 10:29:49 PDT 2017,Tue Apr 04 10:30:49 PDT 2017,2017-04-04 17:31:06 UTC,,,39,100% (3/3),100% (3/3),100% (3/3),guided,3,5,7,,,,,,,,,,,,,,
3NC6WP7WJILB67QSNT3EBBO494QWWJ,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:39 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:39 PDT 2017,,,3IQ1VMJRYUL5AI7BJF2V3MEKY32A9D,A2MKXI4KCRRI7Y,Approved,Tue Apr 04 10:35:00 PDT 2017,Tue Apr 04 10:35:49 PDT 2017,Tue Apr 04 10:36:49 PDT 2017,2017-04-04 17:37:06 UTC,,,49,100% (3/3),100% (3/3),100% (3/3),guided,7,6,2,,,,,,,,,,,,,,
3NC6WP7WJILB67QSNT3EBBO494QWWJ,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:39 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:39 PDT 2017,,,3OF2M9AATHPQSMYAZ49JAOJ9IIKKZH,A3RYI5HXC2MJLN,Approved,Tue Apr 04 10:31:20 PDT 2017,Tue Apr 04 10:35:52 PDT 2017,Tue Apr 04 10:36:52 PDT 2017,2017-04-04 17:37:06 UTC,,,272,100% (3/3),100% (3/3),100% (3/3),guided,5,4,1,,,,,,,,,,,,,,
3NC6WP7WJILB67QSNT3EBBO494QWWJ,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:39 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:39 PDT 2017,,,3OUYGIZWR8ZU1SP0821Z062MUL7P0V,A2I3Y0L38HMQLZ,Approved,Tue Apr 04 10:27:13 PDT 2017,Tue Apr 04 10:28:15 PDT 2017,Tue Apr 04 10:29:15 PDT 2017,2017-04-04 17:30:06 UTC,,,62,100% (1/1),100% (1/1),100% (1/1),guided,4,3,6,,,,,,,,,,,,,,
3NC6WP7WJILB67QSNT3EBBO494QWWJ,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:39 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:39 PDT 2017,,,3Q5ZZ9ZEVPG8Q7CKJR50VF3NMJJ85G,A1RWNYJA5X25YH,Approved,Tue Apr 04 10:31:49 PDT 2017,Tue Apr 04 10:33:20 PDT 2017,Tue Apr 04 10:34:20 PDT 2017,2017-04-04 17:35:06 UTC,,,91,100% (2/2),100% (2/2),100% (2/2),guided,5,7,9,,,,,,,,,,,,,,
3NC6WP7WJILB67QSNT3EBBO494QWWJ,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:39 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:39 PDT 2017,,,3T3IWE1XG7OGHDN66H4YKMU1WSQQTZ,AM7FYVGVOEP66,Approved,Tue Apr 04 10:30:40 PDT 2017,Tue Apr 04 10:31:20 PDT 2017,Tue Apr 04 10:32:20 PDT 2017,2017-04-04 17:33:06 UTC,,,40,100% (3/3),100% (3/3),100% (3/3),guided,2,2,2,,,,,,,,,,,,,,
3NC6WP7WJILB67QSNT3EBBO494QWWJ,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:39 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:39 PDT 2017,,,3TOK3KHVJUJQY3DJE19TQL7JSUH7OW,AOAZMLP27GD81,Approved,Tue Apr 04 10:28:45 PDT 2017,Tue Apr 04 10:29:20 PDT 2017,Tue Apr 04 10:30:20 PDT 2017,2017-04-04 17:31:06 UTC,,,35,100% (3/3),100% (3/3),100% (3/3),guided,4,6,9,,,,,,,,,,,,,,
3NC6WP7WJILB67QSNT3EBBO494QWWJ,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:39 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:39 PDT 2017,,,3TPWUS5F8A24FTHHW48EN1CJW77CW6,A2653BIPJKEMRK,Approved,Tue Apr 04 10:29:14 PDT 2017,Tue Apr 04 10:29:53 PDT 2017,Tue Apr 04 10:30:53 PDT 2017,2017-04-04 17:31:06 UTC,,,39,100% (3/3),100% (3/3),100% (3/3),guided,5,7,7,,,,,,,,,,,,,,
3NC6WP7WJILB67QSNT3EBBO494QWWJ,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:39 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:39 PDT 2017,,,3TPZPLC3M1DQIKOXRPJI240TXXRP3Q,A3D1VTLX623K6I,Approved,Tue Apr 04 10:27:22 PDT 2017,Tue Apr 04 10:56:13 PDT 2017,Tue Apr 04 10:57:13 PDT 2017,2017-04-04 17:58:06 UTC,,,1731,100% (1/1),100% (1/1),100% (1/1),guided,4,7,5,,,,,,,,,,,,,,
3NC6WP7WJILB67QSNT3EBBO494QWWJ,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:39 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:39 PDT 2017,,,3WLEIWSYHPI9KLUQ4CX8ALTA5SM2HS,A3862RIFFUV141,Approved,Tue Apr 04 11:20:46 PDT 2017,Tue Apr 04 11:21:44 PDT 2017,Tue Apr 04 11:22:44 PDT 2017,2017-04-04 18:23:06 UTC,,,58,100% (3/3),100% (3/3),100% (3/3),guided,6,5,7,,,,,,,,,,,,,,
3NC6WP7WJILB67QSNT3EBBO494QWWJ,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:39 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:39 PDT 2017,,,3Y4W8Q93L0L15WNQ6QYTL5BNAYHVDF,A3RR85PK3AV9TU,Approved,Tue Apr 04 10:30:55 PDT 2017,Tue Apr 04 10:31:47 PDT 2017,Tue Apr 04 10:32:47 PDT 2017,2017-04-04 17:33:06 UTC,,,52,100% (3/3),100% (3/3),100% (3/3),guided,6,3,4,,,,,,,,,,,,,,
3NC6WP7WJILB67QSNT3EBBO494QWWJ,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:39 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:39 PDT 2017,,,3YW4XOSQKRM70MIEL74TOH8V7UC1UD,A3EJ44J2ZNRMDA,Approved,Tue Apr 04 11:33:14 PDT 2017,Tue Apr 04 11:34:00 PDT 2017,Tue Apr 04 11:35:00 PDT 2017,2017-04-04 18:35:06 UTC,,,46,100% (3/3),100% (3/3),100% (3/3),guided,7,8,4,,,,,,,,,,,,,,
3NC6WP7WJILB67QSNT3EBBO494QWWJ,3J684U0BLNQ22QIBMB1UNL8IG2DGGK,Rate similarity of GIFs,Rate overall similarity between the content of two GIFs,"image, gif, similarity, rate",$0.10,Tue Apr 04 10:26:39 PDT 2017,25,BatchId:2752176;,1800,60,Tue Apr 11 10:26:39 PDT 2017,,,3YZ8UPK3VUNRNPSC14TD5DRMBRWCU7,A3F90N8YVKJ4I7,Approved,Tue Apr 04 10:28:35 PDT 2017,Tue Apr 04 10:29:49 PDT 2017,Tue Apr 04 10:30:49 PDT 2017,2017-04-04 17:31:06 UTC,,,74,100% (3/3),100% (3/3),100% (3/3),guided,5,2,6,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04,4.2666666667,4.4666666667,,,,1.5485607913,1.7732201717,2.0995579697,,
